,Julian_Date,11,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed
842,2458065.18346,16.72,2017,11,7,16,24,11.2536,663851.2536
843,2458065.18349,16.61,2017,11,7,16,24,13.6764,663853.6764
844,2458065.18352,16.43,2017,11,7,16,24,16.1172,663856.1172
845,2458065.18355,16.76,2017,11,7,16,24,18.5796,663858.5796
846,2458065.18358,16.49,2017,11,7,16,24,21.0348,663861.0348
849,2458065.18365,15.91,2017,11,7,16,24,27.414,663867.414
850,2458065.18368,16.96,2017,11,7,16,24,29.8404,663869.8404
851,2458065.18371,16.29,2017,11,7,16,24,32.2884,663872.2884
852,2458065.18374,16.6,2017,11,7,16,24,34.7184,663874.7184
853,2458065.18376,16.43,2017,11,7,16,24,37.1844,663877.1844
854,2458065.18379,16.41,2017,11,7,16,24,39.6144,663879.6144
855,2458065.18382,16.09,2017,11,7,16,24,42.0588,663882.0588
856,2458065.18385,16.25,2017,11,7,16,24,44.5248,663884.5248
857,2458065.18388,16.4,2017,11,7,16,24,46.9908,663886.9908
858,2458065.18391,16.49,2017,11,7,16,24,49.4532,663889.4532
861,2458065.18398,16.45,2017,11,7,16,24,55.818,663895.818
862,2458065.18401,16.3,2017,11,7,16,24,58.2696,663898.2696
863,2458065.18404,16.6,2017,11,7,16,25,0.703199999994,663900.7032
864,2458065.18406,16.73,2017,11,7,16,25,3.15479999999,663903.1548
865,2458065.18409,16.13,2017,11,7,16,25,5.58120000001,663905.5812
866,2458065.18412,16.4,2017,11,7,16,25,8.0292,663908.0292
867,2458065.18415,16.33,2017,11,7,16,25,10.4556,663910.4556
868,2458065.18418,16.27,2017,11,7,16,25,12.9,663912.9
869,2458065.18421,16.64,2017,11,7,16,25,15.3264,663915.3264
870,2458065.18423,16.36,2017,11,7,16,25,17.7708,663917.7708
873,2458065.18431,16.42,2017,11,7,16,25,24.1644,663924.1644
874,2458065.18434,16.3,2017,11,7,16,25,26.598,663926.598
875,2458065.18436,16.37,2017,11,7,16,25,29.0496,663929.0496
876,2458065.18439,16.53,2017,11,7,16,25,31.4868,663931.4868
877,2458065.18442,16.69,2017,11,7,16,25,33.9348,663933.9348
878,2458065.18445,16.78,2017,11,7,16,25,36.3612,663936.3612
879,2458065.18448,16.21,2017,11,7,16,25,38.8128,663938.8128
880,2458065.18451,16.56,2017,11,7,16,25,41.2392,663941.2392
881,2458065.18453,16.57,2017,11,7,16,25,43.6836,663943.6836
882,2458065.18456,16.9,2017,11,7,16,25,46.1496,663946.1496
885,2458065.18464,16.3,2017,11,7,16,25,52.5468,663952.5468
886,2458065.18466,16.68,2017,11,7,16,25,55.0056,663955.0056
887,2458065.18469,16.47,2017,11,7,16,25,57.4356,663957.4356
888,2458065.18472,16.59,2017,11,7,16,25,59.8872,663959.8872
889,2458065.18475,16.27,2017,11,7,16,26,2.32799999999,663962.328
890,2458065.18478,16.78,2017,11,7,16,26,4.77959999999,663964.7796
891,2458065.18481,16.26,2017,11,7,16,26,7.2096,663967.2096
892,2458065.18483,16.25,2017,11,7,16,26,9.654,663969.654
893,2458065.18486,16.82,2017,11,7,16,26,12.0804,663972.0804
894,2458065.18489,16.67,2017,11,7,16,26,14.5248,663974.5248
897,2458065.18496,16.92,2017,11,7,16,26,20.9184,663980.9184
898,2458065.18499,16.73,2017,11,7,16,26,23.352,663983.352
899,2458065.18502,16.92,2017,11,7,16,26,25.8036,663985.8036
900,2458065.18505,16.58,2017,11,7,16,26,28.2336,663988.2336
901,2458065.18508,16.53,2017,11,7,16,26,30.6852,663990.6852
902,2458065.18511,16.9,2017,11,7,16,26,33.1116,663993.1116
903,2458065.18513,16.22,2017,11,7,16,26,35.574,663995.574
904,2458065.18516,16.9,2017,11,7,16,26,38.004,663998.004
905,2458065.18519,16.6,2017,11,7,16,26,40.4484,664000.4484
906,2458065.18522,16.84,2017,11,7,16,26,42.882,664002.882
909,2458065.18529,16.36,2017,11,7,16,26,49.2756,664009.2756
910,2458065.18532,16.59,2017,11,7,16,26,51.7308,664011.7308
911,2458065.18535,16.63,2017,11,7,16,26,54.1608,664014.1608
912,2458065.18538,16.45,2017,11,7,16,26,56.6124,664016.6124
913,2458065.18541,16.51,2017,11,7,16,26,59.0424,664019.0424
914,2458065.18543,16.94,2017,11,7,16,27,1.494,664021.494
915,2458065.18546,16.61,2017,11,7,16,27,3.924,664023.924
916,2458065.18549,16.36,2017,11,7,16,27,6.3864,664026.3864
917,2458065.18552,16.51,2017,11,7,16,27,8.8128,664028.8128
918,2458065.18555,16.65,2017,11,7,16,27,11.2572,664031.2572
921,2458065.18562,16.68,2017,11,7,16,27,17.6148,664037.6148
922,2458065.18565,16.71,2017,11,7,16,27,20.0448,664040.0448
923,2458065.18568,16.58,2017,11,7,16,27,22.5,664042.5
925,2458065.18573,16.47,2017,11,7,16,27,27.3888,664047.3888
926,2458065.18576,17.01,2017,11,7,16,27,29.8152,664049.8152
927,2458065.18579,16.75,2017,11,7,16,27,32.2632,664052.2632
928,2458065.18582,16.73,2017,11,7,16,27,34.7076,664054.7076
929,2458065.18585,16.33,2017,11,7,16,27,37.1556,664057.1556
930,2458065.18587,16.55,2017,11,7,16,27,39.5784,664059.5784
933,2458065.18595,16.58,2017,11,7,16,27,46.0188,664066.0188
934,2458065.18598,16.56,2017,11,7,16,27,48.474,664068.474
935,2458065.18601,16.67,2017,11,7,16,27,50.9076,664070.9076
936,2458065.18603,16.57,2017,11,7,16,27,53.3628,664073.3628
937,2458065.18606,16.55,2017,11,7,16,27,55.7928,664075.7928
938,2458065.18609,16.67,2017,11,7,16,27,58.2408,664078.2408
939,2458065.18612,16.71,2017,11,7,16,28,0.670800000001,664080.6708
940,2458065.18615,16.5,2017,11,7,16,28,3.14040000001,664083.1404
941,2458065.18618,16.79,2017,11,7,16,28,5.5632,664085.5632
942,2458065.1862,16.55,2017,11,7,16,28,8.0112,664088.0112
945,2458065.18628,16.59,2017,11,7,16,28,14.4048,664094.4048
946,2458065.18631,16.53,2017,11,7,16,28,16.8384,664096.8384
947,2458065.18633,16.57,2017,11,7,16,28,19.2936,664099.2936
948,2458065.18636,16.63,2017,11,7,16,28,21.72,664101.72
949,2458065.18639,16.78,2017,11,7,16,28,24.1788,664104.1788
950,2458065.18642,16.43,2017,11,7,16,28,26.6088,664106.6088
951,2458065.18645,16.54,2017,11,7,16,28,29.0568,664109.0568
952,2458065.18648,16.4,2017,11,7,16,28,31.5084,664111.5084
953,2458065.1865,16.68,2017,11,7,16,28,33.9528,664113.9528
954,2458065.18653,16.59,2017,11,7,16,28,36.3792,664116.3792
957,2458065.18661,16.45,2017,11,7,16,28,42.7584,664122.7584
958,2458065.18663,16.45,2017,11,7,16,28,45.2136,664125.2136
959,2458065.18666,16.6,2017,11,7,16,28,47.6616,664127.6616
960,2458065.18669,16.73,2017,11,7,16,28,50.1132,664130.1132
961,2458065.18672,16.7,2017,11,7,16,28,52.5468,664132.5468
962,2458065.18675,16.43,2017,11,7,16,28,54.9984,664134.9984
963,2458065.18678,17.01,2017,11,7,16,28,57.4464,664137.4464
964,2458065.1868,16.48,2017,11,7,16,28,59.8944,664139.8944
965,2458065.18683,16.88,2017,11,7,16,29,2.32440000001,664142.3244
966,2458065.18686,16.37,2017,11,7,16,29,4.77600000001,664144.776
969,2458065.18693,16.42,2017,11,7,16,29,11.1372,664151.1372
970,2458065.18696,16.71,2017,11,7,16,29,13.5672,664153.5672
971,2458065.18699,16.64,2017,11,7,16,29,16.0224,664156.0224
972,2458065.18702,16.65,2017,11,7,16,29,18.4524,664158.4524
973,2458065.18705,16.8,2017,11,7,16,29,20.9292,664160.9292
974,2458065.18708,16.54,2017,11,7,16,29,23.3592,664163.3592
975,2458065.1871,16.47,2017,11,7,16,29,25.8108,664165.8108
976,2458065.18713,16.51,2017,11,7,16,29,28.2408,664168.2408
977,2458065.18716,17.01,2017,11,7,16,29,30.6852,664170.6852
978,2458065.18719,17.05,2017,11,7,16,29,33.108,664173.108
982,2458065.18729,16.51,2017,11,7,16,29,41.9496,664181.9496
983,2458065.18732,16.97,2017,11,7,16,29,44.4048,664184.4048
984,2458065.18735,16.33,2017,11,7,16,29,46.8564,664186.8564
985,2458065.18738,16.74,2017,11,7,16,29,49.308,664189.308
986,2458065.1874,16.71,2017,11,7,16,29,51.7632,664191.7632
987,2458065.18743,16.98,2017,11,7,16,29,54.1932,664194.1932
988,2458065.18746,16.18,2017,11,7,16,29,56.6412,664196.6412
989,2458065.18749,16.74,2017,11,7,16,29,59.0676,664199.0676
990,2458065.18752,16.8,2017,11,7,16,30,1.51200000001,664201.512
993,2458065.18759,16.4,2017,11,7,16,30,7.89479999999,664207.8948
994,2458065.18762,16.81,2017,11,7,16,30,10.3248,664210.3248
995,2458065.18765,16.76,2017,11,7,16,30,12.78,664212.78
996,2458065.18768,16.55,2017,11,7,16,30,15.21,664215.21
997,2458065.1877,17.0,2017,11,7,16,30,17.6652,664217.6652
998,2458065.18773,16.64,2017,11,7,16,30,20.0988,664220.0988
999,2458065.18776,16.8,2017,11,7,16,30,22.5468,664222.5468
1000,2458065.18779,16.77,2017,11,7,16,30,24.9768,664224.9768
1001,2458065.18782,16.27,2017,11,7,16,30,27.4536,664227.4536
1002,2458065.18785,16.8,2017,11,7,16,30,29.88,664229.88
1005,2458065.18792,16.8,2017,11,7,16,30,36.2556,664236.2556
1006,2458065.18795,16.57,2017,11,7,16,30,38.7108,664238.7108
1008,2458065.188,16.78,2017,11,7,16,30,43.6032,664243.6032
1009,2458065.18803,16.62,2017,11,7,16,30,46.1304,664246.1304
1010,2458065.18806,16.7,2017,11,7,16,30,48.6936,664248.6936
1012,2458065.18812,16.75,2017,11,7,16,30,53.586,664253.586
1013,2458065.18815,16.51,2017,11,7,16,30,56.0088,664256.0088
1014,2458065.18818,16.85,2017,11,7,16,30,58.4532,664258.4532
1017,2458065.18825,16.84,2017,11,7,16,31,4.80360000001,664264.8036
1018,2458065.18828,16.58,2017,11,7,16,31,7.2336,664267.2336
1019,2458065.18831,16.32,2017,11,7,16,31,9.70680000001,664269.7068
1020,2458065.18833,16.84,2017,11,7,16,31,12.1368,664272.1368
1021,2458065.18836,17.06,2017,11,7,16,31,14.5848,664274.5848
1022,2458065.18839,16.24,2017,11,7,16,31,17.0148,664277.0148
1023,2458065.18842,16.36,2017,11,7,16,31,19.4592,664279.4592
1024,2458065.18845,16.48,2017,11,7,16,31,22.0692,664282.0692
1025,2458065.18848,16.65,2017,11,7,16,31,24.5172,664284.5172
1026,2458065.18851,16.61,2017,11,7,16,31,26.9616,664286.9616
1029,2458065.18858,16.72,2017,11,7,16,31,33.3372,664293.3372
1030,2458065.18861,16.84,2017,11,7,16,31,35.796,664295.796
1031,2458065.18864,16.39,2017,11,7,16,31,38.2332,664298.2332
1032,2458065.18867,16.73,2017,11,7,16,31,40.6848,664300.6848
1033,2458065.18869,16.6,2017,11,7,16,31,43.1148,664303.1148
1034,2458065.18872,16.92,2017,11,7,16,31,45.5664,664305.5664
1035,2458065.18875,16.69,2017,11,7,16,31,48.0,664308.0
1036,2458065.18878,16.52,2017,11,7,16,31,50.4696,664310.4696
1037,2458065.18881,16.96,2017,11,7,16,31,52.896,664312.896
1038,2458065.18883,16.63,2017,11,7,16,31,55.3404,664315.3404
1041,2458065.18891,16.71,2017,11,7,16,32,1.6944,664321.6944
1042,2458065.18894,16.9,2017,11,7,16,32,4.1316,664324.1316
1044,2458065.18899,16.72,2017,11,7,16,32,9.01680000001,664329.0168
1045,2458065.18902,16.59,2017,11,7,16,32,11.472,664331.472
1046,2458065.18905,16.69,2017,11,7,16,32,13.9056,664333.9056
1047,2458065.18908,16.89,2017,11,7,16,32,16.3536,664336.3536
1048,2458065.18911,16.68,2017,11,7,16,32,18.78,664338.78
1049,2458065.18914,16.84,2017,11,7,16,32,21.3288,664341.3288
1050,2458065.18916,16.98,2017,11,7,16,32,23.8416,664343.8416
1053,2458065.18924,16.4,2017,11,7,16,32,30.2316,664350.2316
1054,2458065.18927,16.91,2017,11,7,16,32,32.6832,664352.6832
1055,2458065.1893,16.28,2017,11,7,16,32,35.1168,664355.1168
1056,2458065.18932,16.65,2017,11,7,16,32,37.5648,664357.5648
1057,2458065.18935,16.93,2017,11,7,16,32,39.9948,664359.9948
1058,2458065.18938,16.68,2017,11,7,16,32,42.4428,664362.4428
1059,2458065.18941,16.47,2017,11,7,16,32,44.8728,664364.8728
1060,2458065.18944,16.8,2017,11,7,16,32,47.3388,664367.3388
1061,2458065.18946,17.03,2017,11,7,16,32,49.7616,664369.7616
1067,2458065.18962,17.05,2017,11,7,16,33,3.49920000001,664383.4992
1069,2458065.18968,16.94,2017,11,7,16,33,8.40959999999,664388.4096
1070,2458065.18971,16.17,2017,11,7,16,33,10.836,664390.836
1071,2458065.18974,16.74,2017,11,7,16,33,13.284,664393.284
1072,2458065.18977,16.55,2017,11,7,16,33,15.714,664395.714
1073,2458065.18979,16.52,2017,11,7,16,33,18.1584,664398.1584
1074,2458065.18982,16.91,2017,11,7,16,33,20.5812,664400.5812
1080,2458065.18998,16.89,2017,11,7,16,33,34.3008,664414.3008
1081,2458065.19001,17.06,2017,11,7,16,33,36.7308,664416.7308
1082,2458065.19004,16.74,2017,11,7,16,33,39.1788,664419.1788
1083,2458065.19006,17.06,2017,11,7,16,33,41.6088,664421.6088
1084,2458065.19009,16.98,2017,11,7,16,33,44.0568,664424.0568
1086,2458065.19015,16.83,2017,11,7,16,33,49.122,664429.122
1091,2458065.19028,16.51,2017,11,7,16,34,0.411599999996,664440.4116
1098,2458065.19048,17.05,2017,11,7,16,34,17.4792,664457.4792
1106,2458065.1907,16.71,2017,11,7,16,34,36.0912,664476.0912
1107,2458065.19072,16.56,2017,11,7,16,34,38.5176,664478.5176
1108,2458065.19075,16.82,2017,11,7,16,34,40.9656,664480.9656
1110,2458065.19081,16.75,2017,11,7,16,34,45.8472,664485.8472
1115,2458065.19094,16.77,2017,11,7,16,34,57.1476,664497.1476
1117,2458065.191,17.06,2017,11,7,16,35,2.0328,664502.0328
1119,2458065.19105,16.48,2017,11,7,16,35,6.91080000001,664506.9108
1120,2458065.19108,16.69,2017,11,7,16,35,9.3444,664509.3444
1121,2458065.19111,16.97,2017,11,7,16,35,11.8896,664511.8896
1122,2458065.19114,16.59,2017,11,7,16,35,14.406,664514.406
1125,2458065.19121,17.05,2017,11,7,16,35,20.796,664520.796
1128,2458065.1913,16.53,2017,11,7,16,35,28.1292,664528.1292
1129,2458065.19133,16.71,2017,11,7,16,35,30.5592,664530.5592
1130,2458065.19135,16.97,2017,11,7,16,35,33.0072,664533.0072
1131,2458065.19138,16.43,2017,11,7,16,35,35.4588,664535.4588
1132,2458065.19141,16.63,2017,11,7,16,35,37.9032,664537.9032
1133,2458065.19144,16.71,2017,11,7,16,35,40.326,664540.326
1134,2458065.19147,16.46,2017,11,7,16,35,42.7668,664542.7668
1137,2458065.19154,16.85,2017,11,7,16,35,49.344,664549.344
1138,2458065.19157,16.83,2017,11,7,16,35,51.8172,664551.8172
1140,2458065.19163,16.63,2017,11,7,16,35,56.6952,664556.6952
1141,2458065.19166,16.72,2017,11,7,16,35,59.1432,664559.1432
1142,2458065.19168,16.29,2017,11,7,16,36,1.5768,664561.5768
1143,2458065.19171,16.73,2017,11,7,16,36,4.02120000001,664564.0212
1144,2458065.19174,16.73,2017,11,7,16,36,6.4476,664566.4476
1145,2458065.19177,16.42,2017,11,7,16,36,8.9136,664568.9136
1146,2458065.1918,16.87,2017,11,7,16,36,11.3364,664571.3364
1149,2458065.19187,17.01,2017,11,7,16,36,17.7084,664577.7084
1151,2458065.19193,16.3,2017,11,7,16,36,22.59,664582.59
1152,2458065.19196,16.85,2017,11,7,16,36,25.0452,664585.0452
1153,2458065.19198,16.85,2017,11,7,16,36,27.4824,664587.4824
1154,2458065.19201,16.95,2017,11,7,16,36,29.9412,664589.9412
1155,2458065.19204,16.85,2017,11,7,16,36,32.3676,664592.3676
1156,2458065.19207,16.36,2017,11,7,16,36,34.812,664594.812
1157,2458065.1921,16.75,2017,11,7,16,36,37.242,664597.242
1158,2458065.19213,16.92,2017,11,7,16,36,39.6864,664599.6864
1161,2458065.1922,16.46,2017,11,7,16,36,46.0872,664606.0872
1162,2458065.19223,16.42,2017,11,7,16,36,48.5172,664608.5172
1163,2458065.19226,16.9,2017,11,7,16,36,50.9688,664610.9688
1164,2458065.19228,16.87,2017,11,7,16,36,53.424,664613.424
1165,2458065.19231,16.59,2017,11,7,16,36,55.8756,664615.8756
1166,2458065.19234,16.78,2017,11,7,16,36,58.2984,664618.2984
1167,2458065.19237,16.8,2017,11,7,16,37,0.750000000001,664620.75
1168,2458065.1924,16.85,2017,11,7,16,37,3.18360000001,664623.1836
1169,2458065.19243,16.62,2017,11,7,16,37,5.6352,664625.6352
1170,2458065.19245,16.93,2017,11,7,16,37,8.05799999999,664628.058
1173,2458065.19253,16.35,2017,11,7,16,37,14.4336,664634.4336
1174,2458065.19256,16.63,2017,11,7,16,37,16.8888,664636.8888
1175,2458065.19258,16.88,2017,11,7,16,37,19.3188,664639.3188
1176,2458065.19261,16.68,2017,11,7,16,37,21.774,664641.774
1177,2458065.19264,16.51,2017,11,7,16,37,24.204,664644.204
1178,2458065.19267,16.63,2017,11,7,16,37,26.6556,664646.6556
1179,2458065.1927,16.82,2017,11,7,16,37,29.0856,664649.0856
1180,2458065.19273,16.34,2017,11,7,16,37,31.5336,664651.5336
1181,2458065.19275,16.68,2017,11,7,16,37,33.9564,664653.9564
1182,2458065.19278,16.82,2017,11,7,16,37,36.4152,664656.4152
1186,2458065.19288,16.53,2017,11,7,16,37,45.2496,664665.2496
1188,2458065.19294,16.47,2017,11,7,16,37,50.1384,664670.1384
1189,2458065.19297,16.89,2017,11,7,16,37,52.5864,664672.5864
1190,2458065.193,16.46,2017,11,7,16,37,55.038,664675.038
1191,2458065.19303,16.92,2017,11,7,16,37,57.486,664677.486
1192,2458065.19305,16.83,2017,11,7,16,37,59.9124,664679.9124
1193,2458065.19308,16.75,2017,11,7,16,38,2.35680000001,664682.3568
1194,2458065.19311,16.85,2017,11,7,16,38,4.7868,664684.7868
1198,2458065.19322,16.74,2017,11,7,16,38,13.8228,664693.8228
1199,2458065.19324,16.82,2017,11,7,16,38,16.2492,664696.2492
1200,2458065.19327,17.0,2017,11,7,16,38,18.7008,664698.7008
1201,2458065.1933,16.42,2017,11,7,16,38,21.1308,664701.1308
1202,2458065.19333,16.76,2017,11,7,16,38,23.5752,664703.5752
1203,2458065.19336,16.4,2017,11,7,16,38,26.0016,664706.0016
1204,2458065.19338,16.17,2017,11,7,16,38,28.446,664708.446
1205,2458065.19341,16.67,2017,11,7,16,38,30.8904,664710.8904
1209,2458065.19352,16.72,2017,11,7,16,38,39.7212,664719.7212
1210,2458065.19354,16.98,2017,11,7,16,38,42.1476,664722.1476
1211,2458065.19357,16.75,2017,11,7,16,38,44.6028,664724.6028
1212,2458065.1936,16.31,2017,11,7,16,38,47.0292,664727.0292
1213,2458065.19363,17.02,2017,11,7,16,38,49.5024,664729.5024
1214,2458065.19366,16.71,2017,11,7,16,38,51.9288,664731.9288
1215,2458065.19369,16.42,2017,11,7,16,38,54.4056,664734.4056
1216,2458065.19371,16.7,2017,11,7,16,38,56.8356,664736.8356
1217,2458065.19374,16.48,2017,11,7,16,38,59.28,664739.28
1221,2458065.19384,16.96,2017,11,7,16,39,8.118,664748.118
1222,2458065.19387,16.33,2017,11,7,16,39,10.5732,664750.5732
1223,2458065.1939,16.52,2017,11,7,16,39,13.0068,664753.0068
1224,2458065.19393,16.79,2017,11,7,16,39,15.4584,664755.4584
1225,2458065.19396,16.34,2017,11,7,16,39,17.8884,664757.8884
1226,2458065.19399,16.6,2017,11,7,16,39,20.3364,664760.3364
1227,2458065.19401,16.32,2017,11,7,16,39,22.7628,664762.7628
1228,2458065.19404,16.33,2017,11,7,16,39,25.2108,664765.2108
1229,2458065.19407,16.91,2017,11,7,16,39,27.6372,664767.6372
1230,2458065.1941,16.41,2017,11,7,16,39,30.0924,664770.0924
1233,2458065.19417,16.87,2017,11,7,16,39,36.4896,664776.4896
1234,2458065.1942,16.52,2017,11,7,16,39,38.9232,664778.9232
1235,2458065.19423,16.51,2017,11,7,16,39,41.3784,664781.3784
1236,2458065.19426,16.93,2017,11,7,16,39,43.8048,664783.8048
1237,2458065.19429,16.73,2017,11,7,16,39,46.2564,664786.2564
1238,2458065.19431,16.48,2017,11,7,16,39,48.69,664788.69
1239,2458065.19434,16.97,2017,11,7,16,39,51.1416,664791.1416
1240,2458065.19437,16.57,2017,11,7,16,39,53.568,664793.568
1241,2458065.1944,16.22,2017,11,7,16,39,56.034,664796.034
1242,2458065.19443,17.05,2017,11,7,16,39,58.4604,664798.4604
1245,2458065.1945,16.67,2017,11,7,16,40,5.0268,664805.0268
1246,2458065.19453,16.89,2017,11,7,16,40,7.4784,664807.4784
1247,2458065.19456,16.92,2017,11,7,16,40,9.9048,664809.9048
1248,2458065.19459,16.56,2017,11,7,16,40,12.36,664812.36
1249,2458065.19462,16.57,2017,11,7,16,40,14.79,664814.79
1250,2458065.19464,16.55,2017,11,7,16,40,17.2344,664817.2344
1251,2458065.19467,16.75,2017,11,7,16,40,19.6788,664819.6788
1252,2458065.1947,16.88,2017,11,7,16,40,22.1232,664822.1232
1253,2458065.19473,16.49,2017,11,7,16,40,24.5496,664824.5496
1254,2458065.19476,16.91,2017,11,7,16,40,26.994,664826.994
1257,2458065.19483,16.53,2017,11,7,16,40,33.384,664833.384
1258,2458065.19486,16.53,2017,11,7,16,40,35.814,664835.814
1259,2458065.19489,16.64,2017,11,7,16,40,38.2836,664838.2836
1260,2458065.19492,16.15,2017,11,7,16,40,40.7136,664840.7136
1261,2458065.19494,16.82,2017,11,7,16,40,43.1616,664843.1616
1262,2458065.19497,16.5,2017,11,7,16,40,45.5916,664845.5916
1263,2458065.195,16.66,2017,11,7,16,40,48.0396,664848.0396
1264,2458065.19503,16.54,2017,11,7,16,40,50.4768,664850.4768
1265,2458065.19506,16.61,2017,11,7,16,40,52.9248,664852.9248
1266,2458065.19509,16.99,2017,11,7,16,40,55.3476,664855.3476
1269,2458065.19516,16.91,2017,11,7,16,41,1.7412,664861.7412
1270,2458065.19519,16.49,2017,11,7,16,41,4.1964,664864.1964
1271,2458065.19522,16.38,2017,11,7,16,41,6.62280000001,664866.6228
1272,2458065.19524,16.58,2017,11,7,16,41,9.078,664869.078
1274,2458065.1953,16.66,2017,11,7,16,41,13.9596,664873.9596
1275,2458065.19533,16.91,2017,11,7,16,41,16.3932,664876.3932
1276,2458065.19536,16.41,2017,11,7,16,41,18.8376,664878.8376
1277,2458065.19538,16.22,2017,11,7,16,41,21.2604,664881.2604
1278,2458065.19541,16.72,2017,11,7,16,41,23.7048,664883.7048
1281,2458065.19549,16.56,2017,11,7,16,41,30.2028,664890.2028
1282,2458065.19552,16.42,2017,11,7,16,41,32.73,664892.73
1284,2458065.19557,16.43,2017,11,7,16,41,37.6224,664897.6224
1285,2458065.1956,17.04,2017,11,7,16,41,40.0704,664900.0704
1286,2458065.19563,16.71,2017,11,7,16,41,42.4968,664902.4968
1287,2458065.19566,16.15,2017,11,7,16,41,44.9448,664904.9448
1288,2458065.19569,16.67,2017,11,7,16,41,47.3676,664907.3676
1289,2458065.19572,17.03,2017,11,7,16,41,49.8156,664909.8156
1290,2458065.19574,16.93,2017,11,7,16,41,52.2384,664912.2384
1294,2458065.19585,16.69,2017,11,7,16,42,1.098,664921.098
1295,2458065.19587,16.66,2017,11,7,16,42,3.5244,664923.5244
1297,2458065.19593,16.55,2017,11,7,16,42,8.4096,664928.4096
1298,2458065.19596,16.75,2017,11,7,16,42,10.854,664930.854
1299,2458065.19599,16.64,2017,11,7,16,42,13.284,664933.284
1300,2458065.19602,16.62,2017,11,7,16,42,15.7572,664935.7572
1301,2458065.19604,16.7,2017,11,7,16,42,18.18,664938.18
1302,2458065.19607,16.63,2017,11,7,16,42,20.628,664940.628
1306,2458065.19617,16.55,2017,11,7,16,42,29.4516,664949.4516
1307,2458065.1962,16.42,2017,11,7,16,42,31.9068,664951.9068
1308,2458065.19623,16.31,2017,11,7,16,42,34.3404,664954.3404
1309,2458065.19626,16.69,2017,11,7,16,42,36.792,664956.792
1310,2458065.19629,16.0,2017,11,7,16,42,39.2184,664959.2184
1311,2458065.19632,16.83,2017,11,7,16,42,41.67,664961.67
1312,2458065.19634,16.8,2017,11,7,16,42,44.0964,664964.0964
1313,2458065.19637,16.72,2017,11,7,16,42,46.5408,664966.5408
1314,2458065.1964,16.27,2017,11,7,16,42,48.9636,664968.9636
1317,2458065.19648,16.95,2017,11,7,16,42,55.4616,664975.4616
1318,2458065.1965,16.55,2017,11,7,16,42,58.0032,664978.0032
1319,2458065.19653,16.36,2017,11,7,16,43,0.436800000004,664980.4368
1320,2458065.19656,16.06,2017,11,7,16,43,2.8848,664982.8848
1322,2458065.19662,16.54,2017,11,7,16,43,7.7592,664987.7592
1323,2458065.19665,16.45,2017,11,7,16,43,10.1892,664990.1892
1324,2458065.19667,16.47,2017,11,7,16,43,12.6552,664992.6552
1325,2458065.1967,16.73,2017,11,7,16,43,15.078,664995.078
1326,2458065.19673,16.41,2017,11,7,16,43,17.526,664997.526
1329,2458065.19681,16.97,2017,11,7,16,43,23.9664,665003.9664
1331,2458065.19686,16.5,2017,11,7,16,43,28.848,665008.848
1332,2458065.19689,16.31,2017,11,7,16,43,31.2924,665011.2924
1333,2458065.19692,16.47,2017,11,7,16,43,33.7476,665013.7476
1334,2458065.19695,16.02,2017,11,7,16,43,36.174,665016.174
1335,2458065.19697,16.12,2017,11,7,16,43,38.6184,665018.6184
1336,2458065.197,16.59,2017,11,7,16,43,41.0448,665021.0448
1337,2458065.19703,16.07,2017,11,7,16,43,43.4928,665023.4928
1338,2458065.19706,16.01,2017,11,7,16,43,45.912,665025.912
1341,2458065.19713,16.8,2017,11,7,16,43,52.3164,665032.3164
1342,2458065.19716,16.44,2017,11,7,16,43,54.768,665034.768
1343,2458065.19719,16.36,2017,11,7,16,43,57.216,665037.216
1344,2458065.19722,16.51,2017,11,7,16,43,59.6676,665039.6676
1345,2458065.19725,16.44,2017,11,7,16,44,2.094,665042.094
1346,2458065.19727,16.38,2017,11,7,16,44,4.5456,665044.5456
1347,2458065.1973,16.66,2017,11,7,16,44,6.99000000001,665046.99
1348,2458065.19733,16.42,2017,11,7,16,44,9.438,665049.438
1349,2458065.19736,16.22,2017,11,7,16,44,11.8644,665051.8644
1350,2458065.19739,16.41,2017,11,7,16,44,14.3088,665054.3088
1353,2458065.19746,16.45,2017,11,7,16,44,20.6628,665060.6628
1355,2458065.19752,16.54,2017,11,7,16,44,25.5624,665065.5624
1356,2458065.19755,16.58,2017,11,7,16,44,27.9924,665067.9924
1357,2458065.19757,16.51,2017,11,7,16,44,30.4476,665070.4476
1358,2458065.1976,16.65,2017,11,7,16,44,32.874,665072.874
1359,2458065.19763,16.68,2017,11,7,16,44,35.322,665075.322
1360,2458065.19766,16.37,2017,11,7,16,44,37.752,665077.752
1361,2458065.19769,16.8,2017,11,7,16,44,40.218,665080.218
1362,2458065.19772,16.69,2017,11,7,16,44,42.8244,665082.8244
1365,2458065.19779,16.25,2017,11,7,16,44,49.2,665089.2
1366,2458065.19782,16.76,2017,11,7,16,44,51.6516,665091.6516
1367,2458065.19785,16.79,2017,11,7,16,44,54.0852,665094.0852
1368,2458065.19788,16.62,2017,11,7,16,44,56.5584,665096.5584
1369,2458065.19791,16.9,2017,11,7,16,44,59.0028,665099.0028
1370,2458065.19793,16.61,2017,11,7,16,45,1.4544,665101.4544
1371,2458065.19796,16.52,2017,11,7,16,45,3.8772,665103.8772
